RowNumber	CustomerId	CreditScore	Geography	Gender	Age	Tenure	Balance	HasCrCard	IsActiveMember	EstimatedSalary	Exited	NumOfProducts	Surname	Linear Regression	Random Forest
5732.0	15800746.0	674.0	France	Male	45.0	7.0	144889.18	1	1	102591.9	1	1.0	Watson	1.206988547810638	1.2
2946.0	15776348.0	835.0	Germany	Male	20.0	4.0	124365.42	0	0	180197.74	1	1.0	Rogers	1.4989350252173033	1.3
5791.0	15646351.0	486.0	Spain	Male	27.0	7.0	0.0	1	0	28823.04	0	2.0	Somerville	1.7280548851767865	1.6
6795.0	15694098.0	575.0	France	Female	54.0	9.0	68332.96	1	1	144390.75	0	1.0	Jackson	1.559499568386379	1.3199999999999998
6544.0	15796218.0	814.0	Germany	Male	29.0	1.0	131968.57	1	1	147693.92	0	2.0	Wei	1.5076903955363452	1.85
701.0	15803457.0	750.0	France	Female	32.0	5.0	0.0	1	0	95611.47	0	2.0	Hao	1.774653717105472	1.9166666666666667
3575.0	15683375.0	541.0	France	Female	32.0	4.0	0.0	1	1	114951.42	0	1.0	Compton	1.7653771231146669	1.1253968253968254
7700.0	15622289.0	605.0	Spain	Female	36.0	9.0	0.0	0	1	35521.63	0	2.0	Rizzo	1.7725419318540687	1.8533333333333335
2516.0	15744327.0	564.0	France	Male	40.0	4.0	0.0	1	0	85455.62	1	1.0	Ruth	1.6768058094147051	1.0
3001.0	15584545.0	532.0	France	Female	40.0	5.0	0.0	0	1	177099.71	0	2.0	Aksenov	1.786225659930095	1.9
5821.0	15717231.0	721.0	Germany	Male	37.0	4.0	98459.6	0	0	90821.66	0	1.0	Yang	1.615492860756985	1.1333333333333333
8582.0	15580213.0	585.0	France	Female	43.0	2.0	0.0	1	0	89402.54	0	2.0	McIntyre	1.767597649269584	1.95
3685.0	15714006.0	482.0	France	Female	35.0	2.0	133111.73	0	1	79957.95	0	1.0	Gardener	1.3266154412857465	1.1666666666666667
2996.0	15582492.0	535.0	France	Female	29.0	2.0	112367.34	1	0	185630.76	0	1.0	Moore	1.4077982024884033	1.0333333333333332
4253.0	15787830.0	452.0	Germany	Male	33.0	7.0	153663.27	1	0	111868.23	0	1.0	Bailey	1.4300317551310227	1.3
3412.0	15815628.0	711.0	France	Female	37.0	8.0	113899.92	0	0	80215.2	0	1.0	Moysey	1.4152287834405872	1.05
7963.0	15623630.0	634.0	Germany	Female	56.0	3.0	116251.24	0	1	42429.88	1	1.0	Foster	1.501006908099386	1.33
6310.0	15785342.0	705.0	France	Male	25.0	9.0	0.0	0	1	112331.19	0	2.0	Shipp	1.7684373059958658	1.92
8612.0	15617029.0	596.0	Spain	Female	30.0	1.0	0.0	1	0	8125.39	0	2.0	Young	1.756188223663558	1.9
5013.0	15703106.0	575.0	France	Male	40.0	5.0	0.0	1	1	122488.59	0	2.0	K'ung	1.7402388251604637	2.0
7751.0	15805162.0	550.0	France	Male	25.0	0.0	0.0	1	1	184221.11	0	2.0	Sutherland	1.7776199730484266	1.8833333333333333
5980.0	15698167.0	677.0	France	Female	24.0	0.0	148298.59	0	0	182913.95	0	2.0	Kumm	1.322478448125656	1.7666666666666664
4049.0	15653715.0	602.0	France	Female	63.0	7.0	0.0	1	1	56323.21	0	2.0	Coates	1.7444698568540722	2.0
4900.0	15696852.0	803.0	France	Female	32.0	9.0	192122.84	1	1	54277.45	1	1.0	Hsu	1.0557905305753883	1.325
1319.0	15665077.0	598.0	France	Female	43.0	5.0	0.0	1	1	100722.72	1	3.0	Vogel	1.6938832546367608	2.103333333333333
9773.0	15750549.0	660.0	Germany	Male	30.0	1.0	84440.1	1	1	60485.98	0	2.0	Akobundu	1.6430494641601798	1.7666666666666668
9138.0	15583026.0	535.0	France	Female	38.0	0.0	135919.33	1	0	80425.65	0	1.0	Welch	1.312194178843448	1.0
7143.0	15654859.0	612.0	Spain	Female	63.0	2.0	131629.17	1	0	122109.58	1	2.0	Ngozichukwuka	1.293591551274842	1.7472222222222222
1898.0	15735428.0	673.0	Spain	Female	37.0	0.0	0.0	0	0	82351.06	0	2.0	Talbot	1.7863541651712491	1.9066666666666667
7466.0	15772941.0	666.0	Germany	Male	30.0	3.0	110153.27	0	1	74849.46	0	1.0	Lane	1.5731009423393942	1.175
604.0	15592387.0	566.0	France	Male	30.0	5.0	0.0	1	0	54926.51	1	1.0	Burke	1.6450434783556138	1.1199999999999999
2847.0	15674950.0	544.0	Germany	Male	39.0	4.0	142406.43	1	0	146637.45	0	2.0	Ebelechukwu	1.4585997704117146	1.7633333333333332
8208.0	15635125.0	566.0	Spain	Male	63.0	2.0	120787.18	1	1	52198.84	0	2.0	Findlay	1.3225353513289346	1.5047619047619047
394.0	15684548.0	556.0	Spain	Male	38.0	8.0	0.0	0	0	417.41	1	2.0	Demidov	1.6634053817355492	1.799047619047619
4437.0	15664498.0	508.0	France	Male	26.0	7.0	205962.0	1	0	156424.4	0	1.0	Golovanov	1.0696026737699593	1.0333333333333332
9448.0	15810390.0	718.0	France	Female	41.0	1.0	0.0	0	1	27509.52	1	2.0	Amadi	1.7233638447919108	1.7533333333333334
7235.0	15624595.0	512.0	Spain	Female	35.0	5.0	124580.69	1	1	18785.48	0	1.0	Chiang	1.3335366651581702	1.1
5399.0	15648933.0	831.0	Germany	Male	44.0	3.0	111100.98	1	1	28144.07	1	1.0	Reilly	1.461078270006384	1.05
96.0	15699461.0	515.0	Spain	Male	35.0	10.0	176273.95	0	1	121277.78	0	1.0	Fiorentini	1.1644088918739144	1.075
1663.0	15800229.0	695.0	Germany	Male	40.0	7.0	139022.24	0	1	193383.13	0	1.0	Thorpe	1.5022661134794113	1.2416666666666667
8971.0	15636105.0	758.0	Spain	Male	61.0	2.0	0.0	1	1	43982.41	0	2.0	Chung	1.7253000155721192	1.7666666666666664
5131.0	15631721.0	691.0	Germany	Male	38.0	9.0	163965.69	0	1	103511.26	0	2.0	Millar	1.3827433253284942	1.6916666666666664
1489.0	15625824.0	596.0	Spain	Male	30.0	6.0	121345.88	1	0	41921.75	1	4.0	Kornilova	1.2530199051736983	2.9066666666666667
8317.0	15592025.0	651.0	France	Male	53.0	7.0	0.0	1	1	130132.41	0	2.0	Nnaemeka	1.7399892881203436	1.85
2708.0	15628203.0	637.0	France	Female	38.0	3.0	104339.56	0	0	119882.86	0	1.0	Pai	1.43227295849082	1.2
1596.0	15711378.0	677.0	France	Male	38.0	4.0	0.0	1	0	187800.63	0	2.0	Willis	1.7606373407134073	2.0
9278.0	15604832.0	633.0	France	Male	29.0	7.0	0.0	1	1	130224.73	0	1.0	Hsia	1.7461628518781742	1.585
2378.0	15637650.0	549.0	France	Male	50.0	9.0	94748.76	0	1	13608.18	0	2.0	Williams	1.3901965303929416	1.5366666666666666
5141.0	15617790.0	626.0	France	Female	29.0	4.0	105767.28	0	0	41104.82	0	2.0	Hanson	1.4099119379685814	1.6291666666666669
6148.0	15690526.0	690.0	Germany	Male	31.0	2.0	137260.45	1	0	55387.28	0	2.0	Tuan	1.4574706816531386	1.9
8242.0	15592451.0	565.0	France	Male	32.0	9.0	0.0	1	0	5388.3	0	2.0	Lombardi	1.712782829739888	1.9
3949.0	15743818.0	748.0	Spain	Male	58.0	9.0	122330.7	0	1	124429.19	0	2.0	Rowley	1.3595028725239038	1.7083333333333335
3934.0	15758013.0	698.0	France	Male	37.0	5.0	98400.61	0	0	25017.28	0	2.0	Napolitano	1.4079149776620756	1.5916666666666666
4798.0	15666173.0	793.0	Germany	Female	32.0	1.0	96408.98	1	1	138191.81	0	1.0	Chidumaga	1.6369541661470917	1.2466666666666666
4373.0	15730137.0	628.0	France	Male	31.0	0.0	88421.81	0	0	72350.47	0	1.0	Udegbulam	1.4513513260148654	1.2
9863.0	15651958.0	756.0	France	Male	27.0	8.0	0.0	1	1	157932.75	0	2.0	Giles	1.7629218384252743	1.853333333333333
8243.0	15790455.0	478.0	France	Female	50.0	2.0	0.0	0	1	93332.64	1	1.0	Obialo	1.7387101202096582	1.4980952380952381
3449.0	15610903.0	560.0	Spain	Female	31.0	5.0	125341.69	1	0	79547.39	0	1.0	Chukwueloka	1.3471924049779163	1.08
2944.0	15639277.0	678.0	France	Female	41.0	9.0	0.0	0	0	13160.03	0	1.0	Lin	1.7524559171237897	1.5341666666666667
2466.0	15612071.0	763.0	Spain	Female	32.0	10.0	95153.77	0	1	81310.1	0	1.0	Wilson	1.4534506425798435	1.0
8583.0	15637947.0	668.0	Spain	Male	32.0	1.0	134446.04	0	1	111241.37	0	1.0	Wei	1.3128135239041752	1.0333333333333334
5507.0	15697028.0	590.0	Spain	Male	34.0	0.0	65812.35	0	1	160346.3	0	2.0	McClinton	1.5543780530696263	1.7964285714285713
2699.0	15729954.0	586.0	France	Female	28.0	5.0	0.0	1	0	170487.4	1	3.0	Azuka	1.7385007323349846	2.4699999999999998
2448.0	15715769.0	621.0	France	Male	26.0	2.0	75237.54	0	1	44220.4	0	1.0	Hao	1.471109041557691	1.1916666666666669
20.0	15568982.0	726.0	France	Female	24.0	6.0	0.0	1	1	54724.03	0	2.0	Hao	1.723939639127865	2.1785714285714284
2749.0	15753332.0	401.0	Germany	Male	48.0	8.0	128140.17	1	0	175753.55	1	1.0	Loftus	1.4687701223493876	1.22
5400.0	15628904.0	733.0	Spain	Male	35.0	8.0	102918.38	1	1	45959.86	0	1.0	Bowen	1.3770468800305422	1.1199999999999999
8079.0	15618446.0	576.0	France	Female	50.0	8.0	0.0	1	1	57802.62	0	2.0	Nnonso	1.7546034130967925	2.02
6872.0	15658067.0	636.0	Germany	Female	48.0	3.0	120568.41	1	0	190160.04	1	1.0	Walker	1.530307714394373	1.2333333333333334
4709.0	15811985.0	530.0	Spain	Male	44.0	6.0	0.0	0	0	55893.37	0	2.0	Power	1.764966296237175	1.95
9477.0	15571529.0	650.0	Germany	Female	48.0	7.0	138232.24	1	0	57594.78	0	1.0	Kirby	1.4875979998209565	1.4333333333333331
810.0	15778463.0	657.0	France	Female	37.0	6.0	95845.6	1	0	122218.23	0	1.0	Ikenna	1.4611423393163947	1.0
7478.0	15646190.0	677.0	France	Female	56.0	0.0	119963.45	0	0	158325.87	1	1.0	Saunders	1.347436586123615	1.2833333333333334
2274.0	15679299.0	726.0	Spain	Female	27.0	7.0	123826.07	0	1	78970.58	0	1.0	Shen	1.3626014841493796	1.275
1924.0	15629575.0	717.0	France	Male	36.0	2.0	148061.89	1	0	179128.69	1	1.0	Wheare	1.1960278881238646	1.05
1471.0	15762332.0	568.0	Germany	Female	31.0	1.0	61592.14	1	1	61796.64	0	2.0	Ulyanova	1.7304355012585915	1.94
7935.0	15803886.0	629.0	Spain	Male	31.0	6.0	132876.55	1	1	130862.11	0	1.0	Barber	1.3311357005704687	1.24
7408.0	15766663.0	639.0	France	Male	22.0	4.0	0.0	1	0	28188.96	0	2.0	Mahmood	1.7349874272667136	2.0
2407.0	15725039.0	702.0	Spain	Male	32.0	8.0	71667.74	1	1	126082.18	0	1.0	McIntyre	1.5093055272729436	1.1
1143.0	15763625.0	793.0	Spain	Male	41.0	9.0	0.0	1	0	152153.74	0	2.0	Hazon	1.7670056312124207	2.0
1748.0	15659486.0	586.0	Germany	Male	34.0	9.0	74309.81	1	0	15034.93	0	1.0	Yudina	1.6426957651829652	1.2033333333333334
5710.0	15606158.0	644.0	France	Female	39.0	9.0	0.0	1	0	3740.93	0	1.0	Genovese	1.739880995616396	1.5183333333333333
4976.0	15573278.0	743.0	France	Male	39.0	6.0	0.0	1	0	44265.28	0	2.0	Kennedy	1.710261969375257	2.0
7301.0	15788224.0	669.0	Germany	Male	45.0	1.0	123949.75	0	0	110881.56	0	1.0	Sanderson	1.5469239866145428	1.44
8149.0	15572777.0	780.0	Spain	Male	47.0	7.0	86006.21	1	1	37973.13	0	1.0	Meng	1.4310156454895737	1.1083333333333332
2834.0	15680346.0	683.0	Spain	Male	40.0	8.0	0.0	1	0	75848.22	0	1.0	Chuang	1.737605872977337	1.3035714285714284
3132.0	15614187.0	648.0	Germany	Female	39.0	3.0	126935.98	0	1	57995.74	0	2.0	Pottinger	1.5137957396798232	1.7333333333333336
1311.0	15759317.0	748.0	Germany	Female	27.0	2.0	90971.85	1	1	131662.47	0	1.0	Vasilieva	1.6545435662105787	1.2
8651.0	15731865.0	637.0	France	Male	27.0	1.0	0.0	1	0	91291.2	0	2.0	Unwin	1.7522640613822864	2.0
6775.0	15569432.0	656.0	France	Female	48.0	9.0	0.0	1	1	85240.61	1	2.0	Macleod	1.6965487555518464	2.3089285714285714
6757.0	15659567.0	473.0	France	Female	39.0	9.0	117103.26	1	1	85937.52	1	2.0	Ch'iu	1.317344384735367	1.3800000000000001
621.0	15682585.0	593.0	France	Male	35.0	9.0	114193.24	1	0	71154.1	0	1.0	Guerra	1.3400122327627375	1.16
2702.0	15797010.0	649.0	France	Female	31.0	2.0	0.0	1	0	15200.61	0	2.0	Shen	1.7524326306837916	1.9916666666666665
2200.0	15770174.0	762.0	France	Male	29.0	6.0	141389.06	1	0	54122.89	0	1.0	Piazza	1.2569208755336951	1.1333333333333333
6197.0	15576304.0	698.0	France	Male	29.0	5.0	95167.55	1	1	152723.23	0	1.0	Bailey	1.4216710658837162	1.1199999999999999
8825.0	15752388.0	643.0	Spain	Female	35.0	6.0	0.0	1	1	41549.64	0	2.0	Doyle	1.776733944537238	2.0
1047.0	15644200.0	807.0	Spain	Female	42.0	1.0	0.0	1	0	16500.66	1	1.0	Hamilton	1.6802765272921394	1.02
5769.0	15729083.0	674.0	France	Male	36.0	2.0	154525.7	0	1	27468.72	0	1.0	Gorman	1.2119262720555752	1.0166666666666666
9948.0	15732202.0	615.0	France	Male	34.0	1.0	83503.11	1	1	73124.53	1	2.0	Abramovich	1.4037894273625322	2.1766666666666667
9020.0	15810227.0	421.0	France	Male	34.0	2.0	0.0	1	1	96615.23	0	2.0	Fanucci	1.755074078639181	1.9666666666666668
744.0	15641675.0	611.0	France	Female	49.0	2.0	88915.37	0	0	161435.02	1	3.0	Kirillova	1.4332803572455513	2.05
223.0	15727829.0	567.0	France	Male	42.0	2.0	0.0	1	1	167984.61	0	2.0	McIntyre	1.7409710994993421	1.905
3150.0	15723373.0	643.0	Spain	Female	34.0	8.0	117451.47	1	0	65374.86	0	1.0	Page	1.383025155231422	1.0583333333333331
626.0	15604119.0	850.0	Spain	Male	35.0	7.0	110349.82	0	0	126355.8	0	1.0	Alderete	1.383554361377836	1.2
9335.0	15777217.0	641.0	Spain	Male	25.0	10.0	0.0	1	1	180808.39	0	2.0	Somadina	1.794754516391379	2.0
7567.0	15732943.0	574.0	Spain	Male	36.0	4.0	77967.5	1	0	167066.95	1	1.0	Okwuoma	1.4665245789324313	1.2
4583.0	15663625.0	501.0	France	Male	37.0	4.0	0.0	0	0	12470.3	0	2.0	Johnson	1.7227751870596033	2.0
5712.0	15730345.0	617.0	France	Female	35.0	2.0	104508.1	1	1	147636.46	0	1.0	Miah	1.4372056798776252	1.1666666666666665
3285.0	15724150.0	814.0	France	Male	48.0	9.0	136596.85	1	1	185791.9	0	1.0	Nkemdirim	1.3037284738824382	1.125
7586.0	15580579.0	490.0	France	Female	40.0	1.0	0.0	1	1	49594.19	1	1.0	Trevisani	1.6841287456464429	1.225
9647.0	15603111.0	850.0	Spain	Male	71.0	10.0	69608.14	1	0	97893.4	1	1.0	Muir	1.464828446445267	1.5450000000000002
1531.0	15640953.0	611.0	France	Female	26.0	2.0	107508.93	1	1	120801.65	0	2.0	Bligh	1.3963275141689553	1.7883333333333333
9686.0	15644280.0	593.0	France	Male	45.0	4.0	138825.19	0	0	10828.78	0	1.0	Udegbunam	1.2713544886032078	1.1800000000000002
354.0	15812007.0	670.0	Spain	Male	25.0	6.0	0.0	1	1	78358.94	0	2.0	Power	1.7364174376031174	1.9571428571428569
2475.0	15693199.0	739.0	France	Female	37.0	8.0	0.0	1	0	191557.1	1	2.0	Shao	1.7414950429113047	1.7223809523809526
8014.0	15809872.0	650.0	France	Male	32.0	2.0	84906.45	1	0	163216.48	0	1.0	Ikechukwu	1.499317379780442	1.3833333333333333
6476.0	15566030.0	497.0	Germany	Male	41.0	5.0	80542.81	0	0	88729.22	1	1.0	Tu	1.601745083518437	1.67
6450.0	15625706.0	693.0	Germany	Male	45.0	2.0	116546.59	0	0	23140.28	1	2.0	White	1.4649793898397385	1.7583333333333335
240.0	15795149.0	703.0	France	Male	28.0	2.0	81173.83	0	1	162812.16	0	2.0	Stevens	1.4914026774709448	1.5314285714285716
2626.0	15600724.0	567.0	Germany	Male	29.0	5.0	129750.68	1	0	109257.59	0	1.0	Scott	1.4810135336757246	1.1400000000000001
9787.0	15609521.0	803.0	Germany	Male	34.0	4.0	142929.16	1	1	114869.56	0	2.0	Chimaraoke	1.4503775379864776	1.8666666666666665
7199.0	15773934.0	670.0	France	Male	33.0	6.0	88294.6	1	0	66979.06	0	1.0	Fang	1.453467678456606	1.0
7693.0	15807889.0	634.0	Germany	Male	74.0	5.0	108891.7	1	0	10078.02	0	1.0	Wood	1.5551243260624033	1.1833333333333333
2998.0	15756820.0	655.0	France	Female	26.0	7.0	106198.5	0	1	32020.42	0	1.0	Fleming	1.4080521421438132	1.1
6441.0	15772559.0	790.0	France	Female	47.0	10.0	148636.21	0	1	16119.96	1	1.0	Burrows	1.2160745979582548	1.2333333333333334
4563.0	15795895.0	678.0	Germany	Male	36.0	1.0	117864.85	1	0	27619.06	0	2.0	Yermakova	1.519853359859727	1.95
8615.0	15809515.0	797.0	Germany	Male	32.0	1.0	151922.94	1	0	8877.06	0	1.0	Lewis	1.4141342837828894	1.215
1480.0	15640260.0	595.0	Germany	Male	32.0	8.0	131081.66	1	1	69428.79	0	2.0	Okorie	1.457319865164031	1.8857142857142857
1019.0	15602010.0	850.0	Germany	Female	45.0	5.0	103909.86	1	0	60083.11	1	1.0	Zikoranaudodimma	1.5217530571959794	1.4416666666666667
3095.0	15738448.0	480.0	Germany	Female	25.0	3.0	174330.35	0	0	181647.13	0	2.0	Sanford	1.4201981369678016	1.89
6183.0	15723786.0	709.0	France	Female	37.0	9.0	0.0	1	0	16733.59	0	2.0	Morris	1.7592252851827725	1.9
4961.0	15767626.0	811.0	France	Male	42.0	10.0	0.0	1	1	3797.79	0	2.0	Carpenter	1.7129232610221552	1.95
8493.0	15804104.0	494.0	France	Male	28.0	9.0	114731.76	0	1	79479.74	0	2.0	Romani	1.3839210821077554	1.8
1104.0	15780144.0	512.0	Germany	Female	32.0	2.0	123403.85	1	0	80120.19	0	2.0	Tisdall	1.5412807104523316	1.5
6082.0	15813159.0	526.0	France	Male	52.0	8.0	93590.47	0	1	21228.71	1	1.0	Hairston	1.3693888612508405	1.4
9526.0	15699415.0	618.0	France	Female	46.0	6.0	150213.71	1	0	120668.46	1	1.0	Lewis	1.2376766724962822	1.3666666666666667
5191.0	15579548.0	735.0	Spain	Male	36.0	5.0	0.0	1	0	105152.17	0	2.0	Nicholson	1.740357966263323	2.0
4182.0	15675842.0	656.0	Spain	Male	26.0	4.0	139584.57	1	0	36308.93	0	1.0	Pinto	1.260995314923913	1.1
4468.0	15595391.0	538.0	France	Male	31.0	1.0	0.0	1	0	1375.46	0	2.0	Norris	1.6950115529960041	1.9083333333333332
1627.0	15588248.0	617.0	France	Female	28.0	0.0	0.0	1	1	7597.83	1	2.0	Hs?	1.6537776891654097	1.7133333333333334
6718.0	15586674.0	663.0	Spain	Female	58.0	5.0	216109.88	0	1	74176.71	1	1.0	Shaw	0.9941961160104293	1.3566666666666667
3799.0	15621834.0	700.0	Spain	Female	43.0	0.0	0.0	1	0	59475.35	0	2.0	Game	1.7568502235225547	1.9875
3054.0	15610140.0	601.0	France	Female	34.0	5.0	0.0	1	0	27022.57	0	2.0	He	1.7373863655927742	2.1
2868.0	15654211.0	559.0	Spain	Female	27.0	1.0	0.0	0	1	1050.33	0	1.0	Milani	1.7458932753099163	1.2422619047619048
1433.0	15687959.0	573.0	Spain	Female	44.0	4.0	0.0	1	1	94862.93	0	1.0	Landman	1.7620060313556383	1.3214285714285716
7984.0	15628272.0	774.0	France	Female	36.0	9.0	114997.42	1	0	75304.09	0	1.0	Singh	1.3883505802815805	1.165
9347.0	15805681.0	716.0	France	Male	41.0	9.0	0.0	1	1	113267.48	0	1.0	Chamberlain	1.7648465502897672	1.4416666666666669
9420.0	15798605.0	686.0	Germany	Male	26.0	1.0	57422.62	1	1	79189.4	0	1.0	Tien	1.743962811117083	1.4333333333333333
4077.0	15676404.0	672.0	France	Female	50.0	1.0	0.0	1	0	12106.82	1	1.0	Kirillov	1.6815031757459598	1.0285714285714285
218.0	15786308.0	730.0	Spain	Female	33.0	9.0	0.0	0	0	176576.62	0	2.0	Millar	1.8237471926649134	1.9333333333333336
3556.0	15629094.0	528.0	France	Female	36.0	1.0	156948.41	1	1	149912.28	1	1.0	Fomin	1.1860922315844737	1.15
7937.0	15617401.0	468.0	France	Male	22.0	2.0	0.0	1	0	28123.99	0	2.0	Thomson	1.7179494082422209	1.75
8422.0	15658258.0	693.0	France	Male	43.0	6.0	128760.32	1	0	36342.79	0	1.0	Trejo	1.2981035657479196	1.125
1035.0	15689176.0	663.0	France	Male	46.0	3.0	0.0	0	1	176276.1	0	2.0	Fabro	1.7560318519897096	1.853333333333333
3774.0	15747854.0	749.0	France	Female	35.0	3.0	0.0	1	1	132649.85	0	3.0	Rudd	1.777944355850632	2.6333333333333333
4133.0	15737571.0	540.0	Spain	Female	28.0	6.0	84121.04	0	1	80698.54	0	1.0	Matveyev	1.5074974127463314	1.3699999999999999
2336.0	15581440.0	724.0	Germany	Female	48.0	6.0	110463.25	1	1	80552.11	1	2.0	Christie	1.4989851120794921	1.7195238095238097
6493.0	15643121.0	753.0	Germany	Female	35.0	5.0	82453.96	0	0	18254.75	0	2.0	Chu	1.6742322320125609	1.72
1483.0	15605968.0	574.0	France	Male	26.0	8.0	97460.1	1	1	43093.67	0	1.0	Fancher	1.3709394808954247	1.1
907.0	15814275.0	685.0	France	Male	33.0	6.0	174912.72	1	1	43932.54	0	1.0	Zikoranachidimma	1.1332741682830147	1.061904761904762
6089.0	15752912.0	661.0	France	Female	30.0	7.0	0.0	1	0	72196.57	0	2.0	Perkin	1.7791490941416155	2.0
6467.0	15763683.0	678.0	Germany	Male	32.0	4.0	139626.01	1	1	118235.52	1	1.0	Northern	1.412911553785225	1.075
5677.0	15568104.0	749.0	France	Female	26.0	6.0	0.0	0	1	34948.77	0	2.0	Zubarev	1.748569491093869	2.1
2771.0	15693347.0	676.0	France	Female	32.0	5.0	0.0	1	1	75465.41	0	2.0	Gardener	1.7520964007640516	1.95
1806.0	15607381.0	769.0	Germany	Female	31.0	7.0	148913.72	1	0	53817.23	0	2.0	King	1.4329806826825797	1.78
7375.0	15696287.0	682.0	Germany	Female	38.0	1.0	116520.28	1	1	49833.5	1	1.0	Converse	1.4948111796035237	1.2166666666666666
2115.0	15746594.0	732.0	Spain	Male	33.0	8.0	0.0	1	0	119882.7	0	1.0	Wu	1.7576295077088127	1.632142857142857
4535.0	15629475.0	656.0	France	Male	41.0	2.0	0.0	1	0	158973.77	0	2.0	Clark	1.7491412291151711	1.9833333333333336
2532.0	15752300.0	607.0	Germany	Male	47.0	4.0	148826.32	1	1	79450.61	0	1.0	Sagese	1.413620118399382	1.4630952380952382
8526.0	15751084.0	712.0	France	Female	29.0	8.0	140170.61	1	1	38170.04	0	1.0	Mancini	1.2987750344742242	1.1666666666666665
3471.0	15585280.0	649.0	France	Female	36.0	2.0	0.0	0	1	75035.48	0	2.0	Kinney	1.7532964880886428	1.9
1403.0	15613282.0	757.0	France	Male	29.0	8.0	130306.49	1	0	77469.38	0	1.0	Vorobyova	1.2820327544062557	1.2266666666666668
853.0	15677610.0	511.0	Germany	Female	41.0	8.0	153895.65	1	1	39087.42	0	1.0	Chambers	1.4077044782555066	1.2333333333333332
3083.0	15759066.0	483.0	France	Female	44.0	5.0	136836.49	1	0	192359.9	1	1.0	Carpenter	1.292349648134343	1.1
8025.0	15743051.0	694.0	France	Male	30.0	10.0	144684.03	1	1	31805.49	0	1.0	Hamilton	1.2463658994767273	1.100952380952381
7566.0	15623369.0	708.0	France	Male	52.0	10.0	105355.81	1	0	123.07	1	1.0	Clifton	1.3022884151615792	1.3
5530.0	15812647.0	691.0	France	Male	34.0	8.0	133936.04	1	0	91359.79	0	2.0	Yin	1.309724332060508	1.7557142857142858
7855.0	15801256.0	746.0	Spain	Male	49.0	7.0	0.0	0	1	10096.25	0	2.0	Bazhenov	1.7490489959173992	1.97
4933.0	15661548.0	683.0	France	Female	29.0	0.0	157829.12	0	0	129891.66	0	1.0	Ferri	1.2660218739325357	1.0583333333333331
5160.0	15651103.0	762.0	Spain	Female	69.0	9.0	183744.98	1	1	196993.69	0	1.0	Sal	1.1896652268149877	1.23
9716.0	15762573.0	680.0	Spain	Female	34.0	7.0	0.0	1	0	98949.85	0	2.0	Bednall	1.809190093224346	1.975
3847.0	15737354.0	554.0	France	Female	48.0	7.0	0.0	1	1	63708.07	0	2.0	Yin	1.757123760818243	1.8
6484.0	15621195.0	619.0	Germany	Male	41.0	3.0	147974.16	1	0	170518.83	0	2.0	Ch'eng	1.45132057091299	1.8333333333333333
748.0	15587535.0	450.0	Spain	Female	46.0	5.0	177619.71	1	0	54227.06	0	1.0	Onyemauchechukwu	1.1528991029985	1.2
3035.0	15668504.0	770.0	France	Male	36.0	2.0	89800.14	1	1	105922.69	0	1.0	Lucchesi	1.4232591003703146	1.0
348.0	15747358.0	643.0	Germany	Male	59.0	3.0	170331.37	1	1	32171.79	0	1.0	Russell	1.318066101248612	1.175
3352.0	15792729.0	474.0	Germany	Female	34.0	9.0	176311.36	1	0	160213.27	0	1.0	Holland	1.4032333373979056	1.3083333333333331
2865.0	15597033.0	708.0	Germany	Male	37.0	8.0	153366.13	1	1	26912.34	0	1.0	Speight	1.368039105248305	1.0333333333333332
2168.0	15780846.0	787.0	France	Male	33.0	1.0	126588.81	0	1	62163.53	0	2.0	Redding	1.3107872915921726	1.825
6955.0	15799042.0	611.0	France	Male	38.0	7.0	0.0	1	1	63202.0	0	1.0	Zaytseva	1.7399139338779228	1.46
6210.0	15714062.0	690.0	France	Female	40.0	9.0	77641.99	0	0	189051.59	1	1.0	Millar	1.5100092467050603	1.3714285714285714
2778.0	15776233.0	758.0	Germany	Female	61.0	8.0	125397.21	1	0	182184.09	1	1.0	Kruglova	1.5155634872906885	1.4583333333333335
1442.0	15688713.0	627.0	Spain	Male	44.0	6.0	0.0	1	1	114469.55	0	1.0	McCall	1.7354561260003003	1.2066666666666668
5658.0	15763381.0	496.0	France	Male	30.0	0.0	90963.49	0	1	27802.0	0	1.0	Chan	1.427072936724995	1.25
9658.0	15740043.0	606.0	France	Male	32.0	5.0	83161.65	1	1	116885.59	0	1.0	Young	1.4797427013364353	1.0
3028.0	15792102.0	774.0	France	Female	42.0	3.0	137781.65	0	0	199316.19	0	1.0	Yefremova	1.3655650502864825	1.025
6118.0	15674928.0	850.0	Spain	Male	37.0	2.0	0.0	1	0	119969.99	0	2.0	Mullah	1.756663252857044	1.7540476190476189
2484.0	15766896.0	750.0	France	Male	37.0	3.0	0.0	1	0	16870.2	0	2.0	Chieloka	1.7146963086324734	1.8800000000000001
2883.0	15685829.0	551.0	France	Male	37.0	3.0	0.0	1	1	50578.4	0	2.0	McKay	1.7077996984942356	1.911111111111111
5562.0	15583073.0	771.0	Spain	Female	56.0	2.0	0.0	1	1	25222.6	1	1.0	Martin	1.6795981658553476	1.6208333333333336
764.0	15622750.0	742.0	Germany	Female	21.0	1.0	114292.48	1	0	31520.4	0	1.0	Chu	1.5366375887474641	1.3833333333333333
